[2023-11-20 13:48:43,606][numexpr.utils][INFO] - Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[2023-11-20 13:48:43,607][numexpr.utils][INFO] - NumExpr defaulting to 8 threads.
[2023-11-20 15:45:11,421][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:45:11,926][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:45:11,926][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:45:12,775][PML][INFO] - TRAINING EPOCH 304
[2023-11-20 15:45:30,536][PML][INFO] - Evaluating epoch 304
[2023-11-20 15:45:30,537][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:45:34,403][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:45:34,406][PML][INFO] - running k-nn with k=51
[2023-11-20 15:45:34,406][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:45:34,942][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:45:34,942][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:45:35,806][PML][INFO] - TRAINING EPOCH 305
[2023-11-20 15:45:53,684][PML][INFO] - Evaluating epoch 305
[2023-11-20 15:45:53,685][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:45:57,581][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:45:57,583][PML][INFO] - running k-nn with k=51
[2023-11-20 15:45:57,583][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:45:58,114][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:45:58,114][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:45:58,977][PML][INFO] - TRAINING EPOCH 306
[2023-11-20 15:46:16,554][PML][INFO] - Evaluating epoch 306
[2023-11-20 15:46:16,555][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:46:20,345][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:46:20,346][PML][INFO] - running k-nn with k=51
[2023-11-20 15:46:20,346][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:46:20,894][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:46:20,894][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:46:21,739][PML][INFO] - TRAINING EPOCH 307
[2023-11-20 15:46:39,719][PML][INFO] - Evaluating epoch 307
[2023-11-20 15:46:39,720][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:46:43,510][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:46:43,513][PML][INFO] - running k-nn with k=51
[2023-11-20 15:46:43,513][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:46:44,039][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:46:44,039][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:46:44,806][PML][INFO] - TRAINING EPOCH 308
[2023-11-20 15:47:02,911][PML][INFO] - Evaluating epoch 308
[2023-11-20 15:47:02,912][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:47:06,898][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:47:06,899][PML][INFO] - running k-nn with k=51
[2023-11-20 15:47:06,899][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:47:07,487][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:47:07,487][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:47:08,355][PML][INFO] - TRAINING EPOCH 309
[2023-11-20 15:47:25,985][PML][INFO] - Evaluating epoch 309
[2023-11-20 15:47:25,986][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:47:29,871][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:47:29,873][PML][INFO] - running k-nn with k=51
[2023-11-20 15:47:29,873][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:47:30,376][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:47:30,376][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:47:31,229][PML][INFO] - TRAINING EPOCH 310
[2023-11-20 15:47:48,682][PML][INFO] - Evaluating epoch 310
[2023-11-20 15:47:48,683][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:47:52,654][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:47:52,656][PML][INFO] - running k-nn with k=51
[2023-11-20 15:47:52,657][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:47:53,211][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:47:53,211][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:47:54,063][PML][INFO] - TRAINING EPOCH 311
[2023-11-20 15:48:12,139][PML][INFO] - Evaluating epoch 311
[2023-11-20 15:48:12,139][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:48:16,120][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:48:16,121][PML][INFO] - running k-nn with k=51
[2023-11-20 15:48:16,121][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:48:16,626][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:48:16,626][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:48:17,461][PML][INFO] - TRAINING EPOCH 312
[2023-11-20 15:48:35,152][PML][INFO] - Evaluating epoch 312
[2023-11-20 15:48:35,152][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:48:38,956][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:48:38,958][PML][INFO] - running k-nn with k=51
[2023-11-20 15:48:38,958][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:48:39,466][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:48:39,466][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:48:40,327][PML][INFO] - TRAINING EPOCH 313
[2023-11-20 15:48:57,693][PML][INFO] - Evaluating epoch 313
[2023-11-20 15:48:57,694][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:49:01,488][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:49:01,489][PML][INFO] - running k-nn with k=51
[2023-11-20 15:49:01,489][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:49:01,971][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:49:01,971][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:49:02,785][PML][INFO] - TRAINING EPOCH 314
[2023-11-20 15:49:20,851][PML][INFO] - Evaluating epoch 314
[2023-11-20 15:49:20,852][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:49:24,721][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:49:24,722][PML][INFO] - running k-nn with k=51
[2023-11-20 15:49:24,722][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:49:25,254][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:49:25,254][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:49:26,063][PML][INFO] - TRAINING EPOCH 315
[2023-11-20 15:49:43,964][PML][INFO] - Evaluating epoch 315
[2023-11-20 15:49:43,965][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:49:47,932][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:49:47,934][PML][INFO] - running k-nn with k=51
[2023-11-20 15:49:47,934][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:49:48,453][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:49:48,453][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:49:49,305][PML][INFO] - TRAINING EPOCH 316
[2023-11-20 15:50:07,532][PML][INFO] - Evaluating epoch 316
[2023-11-20 15:50:07,533][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:50:11,277][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:50:11,278][PML][INFO] - running k-nn with k=51
[2023-11-20 15:50:11,278][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:50:11,803][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:50:11,804][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:50:12,681][PML][INFO] - TRAINING EPOCH 317
[2023-11-20 15:50:31,301][PML][INFO] - Evaluating epoch 317
[2023-11-20 15:50:31,302][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:50:35,332][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:50:35,333][PML][INFO] - running k-nn with k=51
[2023-11-20 15:50:35,333][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:50:35,823][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:50:35,823][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:50:36,714][PML][INFO] - TRAINING EPOCH 318
[2023-11-20 15:50:54,850][PML][INFO] - Evaluating epoch 318
[2023-11-20 15:50:54,851][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:50:58,718][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:50:58,721][PML][INFO] - running k-nn with k=51
[2023-11-20 15:50:58,721][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:50:59,286][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:50:59,286][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:51:00,148][PML][INFO] - TRAINING EPOCH 319
[2023-11-20 15:51:18,430][PML][INFO] - Evaluating epoch 319
[2023-11-20 15:51:18,430][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:51:22,242][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:51:22,245][PML][INFO] - running k-nn with k=51
[2023-11-20 15:51:22,245][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:51:22,710][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:51:22,711][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:51:23,534][PML][INFO] - TRAINING EPOCH 320
[2023-11-20 15:51:41,794][PML][INFO] - Evaluating epoch 320
[2023-11-20 15:51:41,795][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:51:45,707][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:51:45,708][PML][INFO] - running k-nn with k=51
[2023-11-20 15:51:45,708][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:51:46,239][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:51:46,240][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:51:47,114][PML][INFO] - TRAINING EPOCH 321
[2023-11-20 15:52:05,752][PML][INFO] - Evaluating epoch 321
[2023-11-20 15:52:05,753][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:52:09,652][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:52:09,654][PML][INFO] - running k-nn with k=51
[2023-11-20 15:52:09,654][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:52:10,237][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:52:10,238][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:52:11,080][PML][INFO] - TRAINING EPOCH 322
[2023-11-20 15:52:29,020][PML][INFO] - Evaluating epoch 322
[2023-11-20 15:52:29,021][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:52:33,199][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:52:33,200][PML][INFO] - running k-nn with k=51
[2023-11-20 15:52:33,200][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:52:33,746][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:52:33,746][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:52:34,634][PML][INFO] - TRAINING EPOCH 323
[2023-11-20 15:52:52,975][PML][INFO] - Evaluating epoch 323
[2023-11-20 15:52:52,976][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:52:56,825][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:52:56,827][PML][INFO] - running k-nn with k=51
[2023-11-20 15:52:56,827][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:52:57,440][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:52:57,440][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:52:58,312][PML][INFO] - TRAINING EPOCH 324
[2023-11-20 15:53:16,702][PML][INFO] - Evaluating epoch 324
[2023-11-20 15:53:16,703][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:53:20,543][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:53:20,545][PML][INFO] - running k-nn with k=51
[2023-11-20 15:53:20,545][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:53:21,109][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:53:21,109][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:53:21,914][PML][INFO] - TRAINING EPOCH 325
[2023-11-20 15:53:39,520][PML][INFO] - Evaluating epoch 325
[2023-11-20 15:53:39,521][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:53:43,550][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:53:43,551][PML][INFO] - running k-nn with k=51
[2023-11-20 15:53:43,551][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:53:44,012][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:53:44,012][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:53:44,812][PML][INFO] - TRAINING EPOCH 326
[2023-11-20 15:54:03,017][PML][INFO] - Evaluating epoch 326
[2023-11-20 15:54:03,018][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:54:06,776][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:54:06,777][PML][INFO] - running k-nn with k=51
[2023-11-20 15:54:06,777][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:54:07,291][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:54:07,291][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:54:08,156][PML][INFO] - TRAINING EPOCH 327
[2023-11-20 15:54:26,745][PML][INFO] - Evaluating epoch 327
[2023-11-20 15:54:26,746][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:54:30,687][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:54:30,689][PML][INFO] - running k-nn with k=51
[2023-11-20 15:54:30,689][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:54:31,200][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:54:31,200][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:54:32,120][PML][INFO] - TRAINING EPOCH 328
[2023-11-20 15:54:50,331][PML][INFO] - Evaluating epoch 328
[2023-11-20 15:54:50,332][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:54:54,333][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:54:54,336][PML][INFO] - running k-nn with k=51
[2023-11-20 15:54:54,336][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:54:54,835][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:54:54,835][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:54:55,846][PML][INFO] - TRAINING EPOCH 329
[2023-11-20 15:55:14,524][PML][INFO] - Evaluating epoch 329
[2023-11-20 15:55:14,525][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:55:18,317][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:55:18,319][PML][INFO] - running k-nn with k=51
[2023-11-20 15:55:18,319][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:55:18,891][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:55:18,891][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:55:19,759][PML][INFO] - TRAINING EPOCH 330
[2023-11-20 15:55:37,861][PML][INFO] - Evaluating epoch 330
[2023-11-20 15:55:37,862][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:55:41,637][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:55:41,639][PML][INFO] - running k-nn with k=51
[2023-11-20 15:55:41,639][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:55:42,165][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:55:42,166][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:55:43,072][PML][INFO] - TRAINING EPOCH 331
[2023-11-20 15:56:01,202][PML][INFO] - Evaluating epoch 331
[2023-11-20 15:56:01,203][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:56:05,279][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:56:05,280][PML][INFO] - running k-nn with k=51
[2023-11-20 15:56:05,280][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:56:05,788][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:56:05,789][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:56:06,634][PML][INFO] - TRAINING EPOCH 332
[2023-11-20 15:56:25,282][PML][INFO] - Evaluating epoch 332
[2023-11-20 15:56:25,283][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:56:29,344][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:56:29,347][PML][INFO] - running k-nn with k=51
[2023-11-20 15:56:29,347][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:56:29,909][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:56:29,909][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:56:30,741][PML][INFO] - TRAINING EPOCH 333
[2023-11-20 15:56:49,156][PML][INFO] - Evaluating epoch 333
[2023-11-20 15:56:49,157][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:56:52,795][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:56:52,797][PML][INFO] - running k-nn with k=51
[2023-11-20 15:56:52,797][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:56:53,290][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:56:53,291][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:56:54,063][PML][INFO] - TRAINING EPOCH 334
[2023-11-20 15:57:12,443][PML][INFO] - Evaluating epoch 334
[2023-11-20 15:57:12,444][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:57:15,892][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:57:15,893][PML][INFO] - running k-nn with k=51
[2023-11-20 15:57:15,893][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:57:16,416][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:57:16,417][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:57:17,207][PML][INFO] - TRAINING EPOCH 335
[2023-11-20 15:57:35,092][PML][INFO] - Evaluating epoch 335
[2023-11-20 15:57:35,092][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:57:38,452][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:57:38,453][PML][INFO] - running k-nn with k=51
[2023-11-20 15:57:38,454][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:57:38,996][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:57:38,997][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:57:39,789][PML][INFO] - TRAINING EPOCH 336
[2023-11-20 15:57:56,938][PML][INFO] - Evaluating epoch 336
[2023-11-20 15:57:56,938][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:58:00,236][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:58:00,238][PML][INFO] - running k-nn with k=51
[2023-11-20 15:58:00,238][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:58:00,775][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:58:00,775][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:58:01,607][PML][INFO] - TRAINING EPOCH 337
[2023-11-20 15:58:19,893][PML][INFO] - Evaluating epoch 337
[2023-11-20 15:58:19,894][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:58:23,312][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:58:23,314][PML][INFO] - running k-nn with k=51
[2023-11-20 15:58:23,314][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:58:23,907][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:58:23,907][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:58:24,775][PML][INFO] - TRAINING EPOCH 338
[2023-11-20 15:58:42,241][PML][INFO] - Evaluating epoch 338
[2023-11-20 15:58:42,242][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:58:45,760][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:58:45,761][PML][INFO] - running k-nn with k=51
[2023-11-20 15:58:45,761][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:58:46,335][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:58:46,335][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:58:47,178][PML][INFO] - TRAINING EPOCH 339
[2023-11-20 15:59:04,484][PML][INFO] - Evaluating epoch 339
[2023-11-20 15:59:04,485][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:59:07,918][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:59:07,920][PML][INFO] - running k-nn with k=51
[2023-11-20 15:59:07,920][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:59:08,457][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:59:08,457][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:59:09,304][PML][INFO] - TRAINING EPOCH 340
[2023-11-20 15:59:27,502][PML][INFO] - Evaluating epoch 340
[2023-11-20 15:59:27,503][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:59:31,146][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:59:31,149][PML][INFO] - running k-nn with k=51
[2023-11-20 15:59:31,149][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:59:31,678][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:59:31,678][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:59:32,534][PML][INFO] - TRAINING EPOCH 341
[2023-11-20 15:59:50,481][PML][INFO] - Evaluating epoch 341
[2023-11-20 15:59:50,482][PML][INFO] - Getting embeddings for the val split
[2023-11-20 15:59:53,912][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 15:59:53,914][PML][INFO] - running k-nn with k=51
[2023-11-20 15:59:53,915][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:59:54,512][PML][INFO] - running k-means clustering with k=48
[2023-11-20 15:59:54,512][PML][INFO] - embedding dimensionality is 128
[2023-11-20 15:59:55,363][PML][INFO] - TRAINING EPOCH 342
[2023-11-20 16:00:13,484][PML][INFO] - Evaluating epoch 342
[2023-11-20 16:00:13,485][PML][INFO] - Getting embeddings for the val split
[2023-11-20 16:00:17,214][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 16:00:17,215][PML][INFO] - running k-nn with k=51
[2023-11-20 16:00:17,215][PML][INFO] - embedding dimensionality is 128
[2023-11-20 16:00:17,772][PML][INFO] - running k-means clustering with k=48
[2023-11-20 16:00:17,772][PML][INFO] - embedding dimensionality is 128
[2023-11-20 16:00:18,660][PML][INFO] - TRAINING EPOCH 343
[2023-11-20 16:00:36,999][PML][INFO] - Evaluating epoch 343
[2023-11-20 16:00:37,000][PML][INFO] - Getting embeddings for the val split
[2023-11-20 16:00:40,793][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 16:00:40,794][PML][INFO] - running k-nn with k=51
[2023-11-20 16:00:40,795][PML][INFO] - embedding dimensionality is 128
[2023-11-20 16:00:41,397][PML][INFO] - running k-means clustering with k=48
[2023-11-20 16:00:41,398][PML][INFO] - embedding dimensionality is 128
[2023-11-20 16:00:42,249][PML][INFO] - TRAINING EPOCH 344
[2023-11-20 16:01:00,396][PML][INFO] - Evaluating epoch 344
[2023-11-20 16:01:00,397][PML][INFO] - Getting embeddings for the val split
[2023-11-20 16:01:04,086][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 16:01:04,088][PML][INFO] - running k-nn with k=51
[2023-11-20 16:01:04,089][PML][INFO] - embedding dimensionality is 128
[2023-11-20 16:01:04,703][PML][INFO] - running k-means clustering with k=48
[2023-11-20 16:01:04,703][PML][INFO] - embedding dimensionality is 128
[2023-11-20 16:01:05,595][PML][INFO] - TRAINING EPOCH 345
[2023-11-20 16:01:23,429][PML][INFO] - Evaluating epoch 345
[2023-11-20 16:01:23,430][PML][INFO] - Getting embeddings for the val split
[2023-11-20 16:01:27,172][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 16:01:27,173][PML][INFO] - running k-nn with k=51
[2023-11-20 16:01:27,173][PML][INFO] - embedding dimensionality is 128
[2023-11-20 16:01:27,775][PML][INFO] - running k-means clustering with k=48
[2023-11-20 16:01:27,775][PML][INFO] - embedding dimensionality is 128
[2023-11-20 16:01:28,709][PML][INFO] - TRAINING EPOCH 346
[2023-11-20 16:01:46,586][PML][INFO] - Evaluating epoch 346
[2023-11-20 16:01:46,587][PML][INFO] - Getting embeddings for the val split
[2023-11-20 16:01:50,046][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 16:01:50,047][PML][INFO] - running k-nn with k=51
[2023-11-20 16:01:50,047][PML][INFO] - embedding dimensionality is 128
[2023-11-20 16:01:50,631][PML][INFO] - running k-means clustering with k=48
[2023-11-20 16:01:50,632][PML][INFO] - embedding dimensionality is 128
[2023-11-20 16:01:51,516][PML][INFO] - TRAINING EPOCH 347
[2023-11-20 16:02:08,799][PML][INFO] - Evaluating epoch 347
[2023-11-20 16:02:08,800][PML][INFO] - Getting embeddings for the val split
[2023-11-20 16:02:12,161][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 16:02:12,163][PML][INFO] - running k-nn with k=51
[2023-11-20 16:02:12,163][PML][INFO] - embedding dimensionality is 128
[2023-11-20 16:02:12,739][PML][INFO] - running k-means clustering with k=48
[2023-11-20 16:02:12,740][PML][INFO] - embedding dimensionality is 128
[2023-11-20 16:02:13,590][PML][INFO] - TRAINING EPOCH 348
[2023-11-20 16:02:31,027][PML][INFO] - Evaluating epoch 348
[2023-11-20 16:02:31,027][PML][INFO] - Getting embeddings for the val split
[2023-11-20 16:02:34,685][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 16:02:34,686][PML][INFO] - running k-nn with k=51
[2023-11-20 16:02:34,687][PML][INFO] - embedding dimensionality is 128
[2023-11-20 16:02:35,181][PML][INFO] - running k-means clustering with k=48
[2023-11-20 16:02:35,182][PML][INFO] - embedding dimensionality is 128
[2023-11-20 16:02:35,995][PML][INFO] - TRAINING EPOCH 349
[2023-11-20 16:02:53,786][PML][INFO] - Evaluating epoch 349
[2023-11-20 16:02:53,787][PML][INFO] - Getting embeddings for the val split
[2023-11-20 16:02:57,326][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 16:02:57,327][PML][INFO] - running k-nn with k=51
[2023-11-20 16:02:57,327][PML][INFO] - embedding dimensionality is 128
[2023-11-20 16:02:57,873][PML][INFO] - running k-means clustering with k=48
[2023-11-20 16:02:57,873][PML][INFO] - embedding dimensionality is 128
[2023-11-20 16:02:58,788][PML][INFO] - TRAINING EPOCH 350
[2023-11-20 16:03:16,782][PML][INFO] - Evaluating epoch 350
[2023-11-20 16:03:16,783][PML][INFO] - Getting embeddings for the val split
[2023-11-20 16:03:20,150][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 16:03:20,151][PML][INFO] - running k-nn with k=51
